theme,amenity,name,lat,lon
sustenance,restaurant,Uncle Ho's Tuckshop,1.2755274,103.7956062
sustenance,restaurant,Omu,1.2932496,103.8564305
sustenance,restaurant,Loy Kee Chicken Rice & Porridge,1.3231973,103.8542702
sustenance,restaurant,Streats,1.2566243,103.8200247
sustenance,restaurant,Joy Garden Restaurant,1.3348683,103.7062072
sustenance,restaurant,Bliss Garden Restaurant,1.3333815,103.9569064
sustenance,restaurant,Bountiful Restaurant,1.2811314,103.8100182
sustenance,restaurant,Hilltop Garden Restaurant,1.3525714,103.7493923
sustenance,restaurant,Jubilee Garden Restaurant,1.3304425,103.8546543
sustenance,restaurant,Qian Xi (Paya Lebar) Restaurant,1.3167290,103.8943677
sustenance,restaurant,Qian Xi (Farrer Park) Restaurant,1.3161274,103.8558827
sustenance,restaurant,Summer Garden Restaurant,1.2775349,103.8171771
sustenance,fast_food,Texas Chicken,1.2570195,103.8203112
sustenance,restaurant,Tino's Pizza Café,1.2567801,103.8200085
sustenance,ice_cream,Llaollao,1.2561991,103.8201003
sustenance,bar,The Rock Bar,1.2574316,103.8189377
sustenance,restaurant,Sweet Sessions,1.2579753,103.8190771
sustenance,restaurant,Roost,1.2566705,103.8201546
sustenance,cafe,Central Hong Kong Café,1.2562630,103.8201260
sustenance,cafe,Toast Box,1.2567483,103.8200638
sustenance,restaurant,Ng Ah Sio Bak Kut Teh,1.2569279,103.8201646
sustenance,restaurant,Paradise Classic,1.2565265,103.8200783
sustenance,restaurant,Duckland,1.2565234,103.8201772
sustenance,restaurant,LeNu,1.2564517,103.8200773
sustenance,restaurant,Paradise Dynasty,1.3039577,103.8328139
sustenance,pub,Brauhaus,1.3168929,103.8439858
sustenance,restaurant,Burger Frites,1.3089558,103.9026244
sustenance,cafe,Breakfast at Fluffy's,1.3093944,103.9023011
sustenance,restaurant,Guzman y Gomez,1.3198047,103.8437199
sustenance,restaurant,Viet Sea Restaurant,1.3097159,103.9020824
sustenance,restaurant,Swatow Seafood,1.3337150,103.8509045
sustenance,cafe,Turkish Cafe,1.2999711,103.9075257
sustenance,restaurant,Ky Anh Quán,1.3110790,103.9012927
sustenance,restaurant,John Thai,1.3255821,103.8489007
sustenance,fast_food,Secret Recipe,1.3320434,103.8494932
sustenance,cafe,Yunique,1.3319357,103.8495470
sustenance,pub,Enjoy,1.3131195,103.8596855
sustenance,restaurant,Crystal Jade,1.3321028,103.8494431
sustenance,restaurant,Ming Ji Roasted Duck,1.3229339,103.8551123
sustenance,food_court,The Quad,1.3449084,103.6798638
sustenance,restaurant,Bar Bar Black Sheep,1.3223928,103.8142682
sustenance,restaurant,Simply Bread,1.3226438,103.8144732
sustenance,fast_food,4Fingers,1.3042007,103.8318627
sustenance,fast_food,4Fingers,1.3006020,103.8393356
sustenance,fast_food,4Fingers,1.3622501,103.9906669
sustenance,fast_food,4Fingers,1.3550914,103.9863275
sustenance,bar,In Bad Co.,1.2929084,103.8388819
sustenance,food_court,Bedok 511 Food Centre,1.3331279,103.9303948
sustenance,food_court,Bedok 538 Food Centre,1.3317926,103.9250582
sustenance,food_court,Rasapura Masters,1.2857318,103.8596987
sustenance,cafe,Seletar Coffee,1.3231406,103.8548260
sustenance,restaurant,Old Chong Pang,1.3231148,103.8548504
sustenance,cafe,,1.4491785,103.8204429
sustenance,restaurant,Ananda Bhavan,1.3132003,103.8566413
sustenance,food_court,,1.4489257,103.8195445
sustenance,restaurant,Spinach Soup,1.3230885,103.8548774
sustenance,fast_food,KFC,1.3254637,103.9302616
sustenance,fast_food,KFC,1.3247326,103.9299689
sustenance,fast_food,Jollibee,1.3007082,103.8555982
sustenance,fast_food,肯德基,1.3329440,103.8493539
sustenance,fast_food,KFC,1.4359690,103.7865096
sustenance,fast_food,KFC,1.4288130,103.8357469
sustenance,fast_food,肯德基,1.3202315,103.8617810
sustenance,restaurant,Pizza Hut,1.3316440,103.9248335
sustenance,restaurant,Pizza Hut,1.3248073,103.9299517
sustenance,restaurant,Pizza Hut,1.3504207,103.8726757
sustenance,restaurant,Pizza Hut,1.3534390,103.9405579
sustenance,fast_food,KFC,1.3534395,103.9404939
sustenance,fast_food,McDonald's,1.3156004,103.7646087
sustenance,fast_food,McDonald's,1.4299111,103.8356657
sustenance,cafe,Starbucks,1.4294131,103.8357397
sustenance,fast_food,肯德基,1.4067913,103.9021667
sustenance,fast_food,麦当劳,1.4068687,103.9018017
sustenance,restaurant,Pizza Hut,1.4069494,103.9017697
sustenance,restaurant,Men-Men Tei,1.2776802,103.8524889
sustenance,restaurant,O'Green,1.2776033,103.8524344
sustenance,restaurant,Addictude,1.2776481,103.8524638
sustenance,cafe,Ega Juice Clinic,1.2777259,103.8525137
sustenance,restaurant,Kraftwich,1.2777746,103.8525417
sustenance,restaurant,Ah Khoo,1.2777226,103.8525944
sustenance,restaurant,Little Bowl,1.2778185,103.8525662
sustenance,restaurant,Cuan Noooodle,1.2778643,103.8525955
sustenance,fast_food,摩斯漢堡,1.2778989,103.8526862
sustenance,cafe,Fun Toast,1.2779519,103.8527230
sustenance,restaurant,Baja Fresh,1.2779418,103.8526460
sustenance,restaurant,Pinto Thai,1.2779881,103.8526735
sustenance,restaurant,Kopi & Tarts,1.2780229,103.8526969
sustenance,restaurant,Arcade Fish Soup,1.2780666,103.8527205
sustenance,restaurant,The Daily Cut,1.2781087,103.8527559
sustenance,cafe,Jewel Coffee,1.2781574,103.8528678
sustenance,restaurant,Standing Sushi Bar,1.2780626,103.8528668
sustenance,restaurant,Chiak!,1.2780220,103.8529346
sustenance,restaurant,A Poke Theory,1.2780480,103.8530580
sustenance,restaurant,PizzaExpress,1.2781651,103.8530101
sustenance,restaurant,24hrs Nasi Padang & Seafood,1.3199882,103.9439516
sustenance,food_court,Airfield Restaurant,1.3201680,103.9445228
sustenance,food_court,Bedok Food Centre,1.3203353,103.9554705
sustenance,cafe,Genius Central,1.2830895,103.8484992
sustenance,restaurant,Xiao Ya Tou,1.2793363,103.8429217
sustenance,fast_food,KFC,1.3487587,103.9336031
sustenance,restaurant,Seletar Hill Restaurant,1.3851954,103.8725881
sustenance,cafe,,1.3374219,103.9212563
sustenance,food_court,Long Life Food Court,1.3028749,103.9069004
sustenance,restaurant,Jia Xiang Sarawak Kolo Mee,1.2738628,103.8016137
sustenance,restaurant,Jia Xiang Sarawak Kolo Mee,1.3359718,103.8890467
sustenance,restaurant,Jia Xiang Sarawak Kolo Mee,1.2649858,103.8218000
sustenance,restaurant,Jia Xiang Sarawak Kolo Mee,1.2909952,103.8563121
sustenance,restaurant,Jia Xiang Sarawak Kolo Mee,1.2911605,103.8584893
sustenance,restaurant,Jia Xiang Sarawak Kolo Mee,1.2751331,103.8446859
sustenance,cafe,Apartment,1.3126482,103.8610901
sustenance,fast_food,Popeyes,1.3210375,103.8442033
sustenance,restaurant,Wok° 15,1.2459837,103.8398418
sustenance,bar,Harry's Esplanade,1.2895057,103.8561747
sustenance,restaurant,Lime House Caribbean,1.2796461,103.8416929
sustenance,restaurant,Nene Chicken,1.3252908,103.9298793
sustenance,restaurant,Yole,1.3245049,103.9291539
sustenance,fast_food,Subway,1.3249700,103.9299563
sustenance,restaurant,Pezzo,1.3243688,103.9289015
sustenance,restaurant,LeNu Chef Wai's Noodle Bar,1.3246454,103.9299891
sustenance,restaurant,Hong Kong Sheng Kee Dessert,1.3245436,103.9289815
sustenance,restaurant,Dian Xiao Er,1.3250527,103.9296870
sustenance,restaurant,Haidilao Hot Pot,1.3244487,103.9287497
sustenance,restaurant,Blackball,1.3244726,103.9298905
sustenance,restaurant,Canton Paradise,1.3246160,103.9299709
sustenance,restaurant,So Ramen,1.3246751,103.9299822
sustenance,restaurant,Seoul Garden Hot Pot,1.3247968,103.9297138
sustenance,restaurant,Encik Tan,1.3249155,103.9298596
sustenance,fast_food,MOS Burger,1.3245892,103.9295154
sustenance,fast_food,Yoshinoya,1.3246384,103.9297260
sustenance,restaurant,Streats Hong Kong Cafe,1.3253041,103.9297338
sustenance,restaurant,Ajisen Ramen,1.3250942,103.9296774
sustenance,restaurant,Swensen's,1.3252432,103.9298508
sustenance,ice_cream,Baskin-Robbins,1.3244506,103.9289211
sustenance,food_court,Choh Dee Place,1.3286276,103.7522741
sustenance,restaurant,Kimly Live Seafood,1.3286567,103.7521784
sustenance,food_court,Hoha Eating House,1.3336513,103.8945669
sustenance,food_court,Ubi 33 Food House,1.3321422,103.8936743
sustenance,restaurant,Kinara,1.3137374,103.9317895
sustenance,restaurant,Haron Satay Specialist,1.3137337,103.9317307
sustenance,restaurant,Chat MAsala,1.3137261,103.9316135
sustenance,restaurant,Different Taste,1.3143119,103.9195015
sustenance,restaurant,Chop Chye Bee,1.3144741,103.9194300
sustenance,restaurant,House of Peranakan Cuisine,1.3145282,103.9194061
sustenance,restaurant,Peperoni Pizzeria,1.3148198,103.9192850
sustenance,restaurant,Bee Chun Heng,1.3149920,103.9192162
sustenance,restaurant,Roo's Gastrobar,1.3150516,103.9191924
sustenance,restaurant,Bird Bird Chicken,1.3147589,103.9193094
sustenance,restaurant,BBQ Wholesale,1.3152201,103.9191250
sustenance,restaurant,Greenwood Fish Market,1.3318499,103.8064393
sustenance,restaurant,Rosso Bianco,1.3312402,103.8073073
sustenance,restaurant,Mo & Jo Sourdough Burgers,1.3312235,103.8071991
sustenance,restaurant,Shin Yuu,1.3313675,103.8068894
sustenance,restaurant,Faranese,1.3315580,103.8067092
sustenance,bar,Bricks,1.2928177,103.8311585
sustenance,restaurant,Peperoni Pizzeria,1.2927241,103.8311184
sustenance,restaurant,Peperoni Pizzeria,1.2950963,103.8589405
sustenance,restaurant,Bojio,1.3535106,103.8334193
sustenance,restaurant,Kushi @ Thompson,1.3535563,103.8333731
sustenance,restaurant,Seoul Zzip,1.3536027,103.8333263
sustenance,restaurant,Peperoni Pizzeria,1.3149140,103.8160513
sustenance,food_court,Happy Hawkers,1.3712681,103.9332364
sustenance,internet_cafe,Reality Rift Arena,1.2996668,103.8544133
sustenance,restaurant,mi Casa kitchen & bar,1.3407521,103.7725771
sustenance,restaurant,Huat Heng Fried Oyster,1.3232256,103.8548148
sustenance,restaurant,St 19 Coffee House,1.3463664,103.7415893
sustenance,restaurant,G THG F&B,1.3474809,103.7441640
sustenance,restaurant,Kampong Chicken House,1.3408280,103.7744399
sustenance,restaurant,Papura Chicken Essence,1.3177369,103.9070560
sustenance,restaurant,Rumah Makan Santai,1.3195972,103.9125129
sustenance,food_court,Hock Choo Coffee House,1.3190208,103.9116177
sustenance,restaurant,Seng Kee Black Chicken Herbal Soup,1.3193088,103.9128191
sustenance,restaurant,Steam Fish,1.3193928,103.9130099
sustenance,food_court,Hawa Changi,1.3187197,103.9117605
sustenance,restaurant,Gu Zao Ren Seafood Taiwan Porridge,1.3189014,103.9104309
sustenance,restaurant,Lion City Delicacies,1.3188899,103.9103674
sustenance,restaurant,MCC Makanplace,1.3180031,103.9065396
sustenance,cafe,Hei Kim Cafe,1.3181093,103.9068124
sustenance,restaurant,Goldhill Hakka Restaurant,1.3182007,103.9073174
sustenance,restaurant,尝香思,1.3182138,103.9073895
sustenance,restaurant,ABC Wang Restaurant,1.3180964,103.9067414
sustenance,restaurant,The House of Lemamang,1.3178957,103.9079627
sustenance,restaurant,Charco's The Flaming Chicken,1.3178856,103.9079054
sustenance,restaurant,Changi Steamboat,1.3192225,103.9138828
sustenance,restaurant,Seng Huat Coffee House,1.2984426,103.8557289
sustenance,bar,Plasma Karaoke,1.2996310,103.8497682
sustenance,cafe,Mind Cafe,1.2997018,103.8498252
sustenance,restaurant,Mufiz Restaurant,1.3212167,103.8866941
sustenance,bar,Cash Studio Karaoke Bar,1.2998688,103.8500836
sustenance,bar,H RK Music,1.2997450,103.8498425
sustenance,cafe,Batter batter,1.2999194,103.8501056
sustenance,food_court,,1.3748722,103.8503768
sustenance,pub,Beertale,1.2995750,103.8497172
sustenance,food_court,Yong Li Coffee Station,1.3210493,103.8867033
sustenance,bar,That Good Bar,1.2999451,103.8501552
sustenance,food_court,,1.3339105,103.8498131
sustenance,food_court,183 Food Court,1.3333711,103.8499216
sustenance,food_court,,1.3311684,103.6466230
sustenance,restaurant,Baan Ying,1.3200417,103.8438667
sustenance,restaurant,Korean Tofu House,1.2938475,103.8593334
sustenance,restaurant,Kublai Khan,1.2894315,103.8472243
sustenance,restaurant,Yang Yeon BBQ,1.2856262,103.8451762
sustenance,cafe,South Union Park,1.3250480,103.9132559
sustenance,fast_food,Burger Frites,1.3089052,103.9026570
sustenance,restaurant,Plank Sourdough Pizza,1.3239371,103.7968204
sustenance,bar,The Other Roof,1.2807811,103.8458202
sustenance,food_court,7th Mile Coffee Shop,1.3400050,103.7728463
sustenance,food_court,Weili Food Court,1.3373230,103.9028869
sustenance,food_court,,1.4311587,103.8270624
sustenance,food_court,,1.3428137,103.7511352
sustenance,food_court,Chong Pang Food Center,1.4316598,103.8280849
sustenance,food_court,,1.3334594,103.7451075
sustenance,food_court,Fu Chan F & B,1.4313397,103.8281095
sustenance,food_court,,1.2715058,103.8098924
sustenance,restaurant,Element on Tras,1.2751005,103.8437586
sustenance,fast_food,摩斯漢堡,1.3362355,103.8886109
sustenance,restaurant,Salmon Samurai,1.2749230,103.8437467
sustenance,restaurant,Japanese Food,1.2973537,103.7874721
sustenance,restaurant,Hokkaido Marche,1.3003459,103.8402105
sustenance,restaurant,Ming Fa Fishball,1.3536708,103.8343805
sustenance,restaurant,Tomyum Mama,1.3534902,103.8345272
sustenance,ice_cream,Salted Caramel,1.3537642,103.8343000
sustenance,restaurant,Molten diners,1.3536254,103.8344167
sustenance,restaurant,Thai-Thai Kitchen,1.3268352,103.8464788
sustenance,cafe,Koi The,1.3403122,103.7063103
sustenance,cafe,LiHO,1.3398510,103.7068977
sustenance,fast_food,4Fingers,1.3403494,103.7063911
sustenance,restaurant,Hot Tomato,1.3394323,103.7065118
sustenance,fast_food,Pepper Lunch,1.3391373,103.7062248
sustenance,fast_food,The Manhattan Fish Market,1.3397228,103.7065911
sustenance,fast_food,Thai Express,1.3387976,103.7053392
sustenance,food_court,,1.3493090,103.7515686
sustenance,food_court,kopiso,1.3525709,103.7395787
sustenance,restaurant,Sushi Express,1.3386526,103.7049111
sustenance,restaurant,Seoul Garden,1.3388617,103.7049057
sustenance,restaurant,Monster Curry,1.3390441,103.7062549
sustenance,fast_food,Souperstar,1.3923298,103.8950232
sustenance,bar,Fountain Microbrewery & Restaurant,1.3350986,103.7349503
sustenance,restaurant,Warong Gemuk 18,1.3243321,103.9286455
sustenance,restaurant,Two Blur guys,1.3133457,103.8597353
sustenance,restaurant,Empress,1.2872082,103.8513023
sustenance,cafe,Hoshino Coffee,1.3152370,103.8946029
sustenance,cafe,Starbucks,1.3051487,103.8511766
sustenance,restaurant,Casuarina Curry,1.3302871,103.8752322
sustenance,cafe,LiHO Tea,1.3050670,103.8512438
sustenance,food_court,,1.3297035,103.8734974
sustenance,bar,,1.3280763,103.7524597
sustenance,food_court,TG 339 Eating House,1.3644965,103.8490927
sustenance,food_court,,1.3695433,103.8734513
sustenance,restaurant,Singapore Fried Hokkien Mee,1.3230668,103.8549707
sustenance,restaurant,,1.3701400,103.8729620
sustenance,fast_food,Lim's Fried Oyster #01-,1.3074406,103.8568598
sustenance,restaurant,The Kind Bowl,1.2987567,103.8393735
sustenance,restaurant,Puri-Puri,1.3128781,103.8609697
sustenance,restaurant,Amigo's,1.3503293,103.7241198
sustenance,restaurant,Full Pint Brewery,1.2988378,103.9064563
sustenance,cafe,Fairway Cafe,1.4246704,103.7288374
sustenance,cafe,Kim Lotus,1.3505826,103.7234370
sustenance,fast_food,,1.3506944,103.7199613
sustenance,restaurant,Old Airport Rd Wanton Noodle,1.3018790,103.8386870
sustenance,restaurant,Rasa Istimewa,1.3820941,103.9478979
sustenance,restaurant,Don Lechón,1.3140655,103.8913309
sustenance,restaurant,Ah Meng Bistro,1.4038583,103.7935220
sustenance,restaurant,,1.3211032,103.8527268
sustenance,restaurant,Don Quijote,1.3398871,103.7728333
sustenance,food_court,NTWU Canteen,1.3912546,103.8961731
sustenance,food_court,Skyville@Dawson Food Court,1.2953302,103.8103800
sustenance,food_court,De Tian,1.3499259,103.7596510
sustenance,food_court,Hou Ku Wei,1.3481438,103.7589921
sustenance,restaurant,Pho Viet,1.3525572,103.8347590
sustenance,fast_food,Burger King,1.3729883,103.8376375
sustenance,restaurant,At The Myo,1.2768651,103.8400693
sustenance,cafe,Mellower Expresso,1.2775640,103.8494260
sustenance,restaurant,VENUE by Sebastian,1.2765986,103.8481197
sustenance,cafe,Humble Origins,1.2987584,103.7713584
sustenance,restaurant,As-Safeera Restaurant,1.3533607,103.8677349
sustenance,restaurant,Alley on 25,1.2992451,103.8577334
sustenance,restaurant,YSW seafood,1.3221707,103.8634883
sustenance,restaurant,Misaki Japanese Restaurant,1.2791391,103.8546382
sustenance,pub,Freehouse,1.2813799,103.8484428
sustenance,restaurant,Home Bar.Kitchen,1.3159330,103.8576666
sustenance,restaurant,Ohana by Adam,1.3142988,103.8575178
sustenance,fast_food,Sarpino's Pizza,1.3156677,103.8574278
sustenance,cafe,Olella Makan House,1.3159676,103.8580520
sustenance,cafe,,1.3138496,103.8572618
sustenance,food_court,,1.3354059,103.8858269
sustenance,cafe,20grams Roastery & Coffee Bar,1.3247686,103.8917439
sustenance,restaurant,Wine Connection Bistro,1.3635255,103.7644527
sustenance,restaurant,La Kopi,1.3531980,103.8720306
sustenance,restaurant,E VEG Vegetarian,1.3532183,103.8719411
sustenance,restaurant,Sri Aachi Aappakadai,1.3084857,103.8514807
sustenance,restaurant,Samayai by 6ixers,1.3085705,103.8515451
sustenance,restaurant,,1.3306291,103.8943489
sustenance,fast_food,Madras Coffeehouse,1.3075948,103.8508380
sustenance,food_court,,1.3316512,103.8976050
sustenance,restaurant,Gurkha Palace,1.3086173,103.8515793
sustenance,food_court,,1.3314942,103.8939119
sustenance,restaurant,Fo You Yuan Vegetarian Restaurant,1.3152933,103.8595912
sustenance,cafe,One Kueh At A Time Cafe,1.3145044,103.7493332
sustenance,restaurant,Cafe 566,1.4078558,103.7574694
sustenance,ice_cream,Creamier,1.3379200,103.8433771
sustenance,food_court,,1.3488367,103.7438927
sustenance,cafe,Double Up,1.3041859,103.8597706
sustenance,cafe,% Arabica,1.3009808,103.8595010
sustenance,restaurant,Sheng Kee Curry Chicken Noodle,1.3075107,103.8568494
sustenance,restaurant,,1.3375384,103.7584427
sustenance,food_court,Maxim,1.3317055,103.8433162
sustenance,restaurant,Benson Salted Duck Rice,1.3317621,103.8433205
sustenance,restaurant,Kumoya,1.3042959,103.8599367
sustenance,cafe,San Lou Mee Hoon三楼米粉,1.3528233,103.9537670
sustenance,cafe,Hiang Ji Roasted Meat,1.3745434,103.8867230
sustenance,cafe,Koi,1.2986588,103.7748405
sustenance,cafe,One Man Coffee,1.3525440,103.8347488
sustenance,cafe,Columbus Coffee Co.,1.3529312,103.8354886
sustenance,cafe,Hub & Spoke Cafe,1.3507939,103.9874084
sustenance,fast_food,,1.3212745,103.7364957
sustenance,cafe,Yan Roaster,1.3279617,103.8933729
sustenance,cafe,MEI MEI Roast,1.3305231,103.8940396
sustenance,cafe,Li Fa Yun Tun Noodles,1.3538849,103.8702678
sustenance,restaurant,Haji Kadi,1.3147790,103.8599373
sustenance,cafe,Narrative Coffee Stand,1.2968512,103.8540930
sustenance,cafe,Knots Cafe and Living,1.3293161,103.8901123
sustenance,fast_food,Pezzo,1.3723286,103.8935641
sustenance,restaurant,Lakeside Eatery,1.3453460,103.7194460
sustenance,fast_food,Burger King,1.3912154,103.8758837
sustenance,restaurant,Saizeriya,1.3912553,103.8761605
sustenance,restaurant,Han's,1.3913251,103.8758449
sustenance,cafe,Two Cranes,1.3594045,103.8875445
